GW,Team Rank,Formation,Total Score,GK Player,GK Club,GK Score,DEF Player,DEF Club,DEF Score,MID Player,MID Club,MID Score,FWD Player,FWD Club,FWD Score,Extra Player,Extra Club,Extra Position,Extra Score
GW 134,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 134,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 134,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 134,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 133,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 133,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 133,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 133,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 132,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 132,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 132,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 132,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 131,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 131,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 131,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 131,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 130,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 130,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 130,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 130,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 129,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 129,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 129,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 129,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 128,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 128,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 128,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 128,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 127,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 127,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 127,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 127,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 126,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 126,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 126,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 126,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 125,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 125,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 125,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 125,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 124,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 124,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 124,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 124,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 123,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 123,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 123,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 123,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 122,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 122,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 122,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 122,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 121,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 121,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 121,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 121,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 120,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 120,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 120,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 120,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 119,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 119,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 119,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 119,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 118,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 118,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 118,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 118,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 117,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 117,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 117,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 117,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 116,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 116,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 116,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 116,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 115,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 115,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 115,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 115,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 114,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 114,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 114,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 114,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 113,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 113,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 113,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
GW 113,4,Extra DEF,0.0,Alexander Schlager,FC Red Bull Salzburg,0.0,Aleksa Terzić,FC Red Bull Salzburg,0.0,Alan Varela,FC Porto,0.0,Alaettin Ekici,Fenerbahçe Spor Kulübü,0.0,Alexander Bah,SL Benfica,DEF,0.0
GW 112,1,Extra DEF,0.0,Adem Ağaoğlu,Trabzonspor Kulübü,0.0,Abdülkerim Bardakcı,Galatasaray Spor Kulübü,0.0,Abdou Fall,Fenerbahçe Spor Kulübü,0.0,Ada Yüzgeç,Galatasaray Spor Kulübü,0.0,Adam Montgomery,Celtic FC,DEF,0.0
GW 112,2,Extra DEF,0.0,Ahmet Yıldırım,Trabzonspor Kulübü,0.0,Adrian Barišić,Sporting Braga,0.0,Adnan Fettahoğlu,Fenerbahçe Spor Kulübü,0.0,Ahmed Kutucu,Galatasaray Spor Kulübü,0.0,Afonso Sousa,Sporting Braga,DEF,0.0
GW 112,3,Extra DEF,0.0,Alaa Bellaarouch,Sporting Braga,0.0,Ahmet Tekke,Trabzonspor Kulübü,0.0,Aiden McCallion,Rangers FC,0.0,Ahmet Bircan,Beşiktaş Jimnastik Kulübü,0.0,Alberto Costa,FC Porto,DEF,0.0
